#Airplane
ap.boardingTime	Double	35	mins
p39.hasCheckinLuggage	String	true	boolean
p39.hasDanger	String	false	boolean
p39.updateLight	String	false	boolean
p39.updateBillboard	String	false	boolean
#Passenger p40
p40.traffic	String	false	boolean
p40.flightNo	String	CZ3265	unit
p40.fee	Double	0	yuan
p40.light	Double	5	degree
p40.hasCheckinLuggage	String	true	boolean
p40.hasDanger	String	false	boolean
p40.updateLight	String	false	boolean
p40.updateBillboard	String	false	boolean
#Passenger p41
p41.traffic	String	false	boolean
p41.flightNo	String	CZ3265	unit
p41.fee	Double	0	yuan
p41.light	Double	5	degree
p41.hasCheckinLuggage	String	true	boolean
p41.hasDanger	String	false	boolean
p41.updateLight	String	false	boolean
p41.updateBillboard	String	false	boolean
#Passenger p42
p42.traffic	String	false	boolean
p42.flightNo	String	CZ3265	unit
p42.fee	Double	0	yuan
p42.light	Double	9	degree
p42.hasCheckinLuggage	String	true	boolean
p42.hasDanger	String	false	boolean
p42.updateLight	String	false	boolean
p42.updateBillboard	String	false	boolean
#Passenger p43
p43.traffic	String	false	boolean
p43.flightNo	String	CZ3265	unit
p43.fee	Double	0	yuan
p43.light	Double	4	degree
p43.hasCheckinLuggage	String	true	boolean
p43.hasDanger	String	false	boolean
p43.updateLight	String	false	boolean
p43.updateBillboard	String	false	boolean
#Passenger p44
p44.traffic	String	false	boolean
p44.flightNo	String	CZ3265	unit
p44.fee	Double	0	yuan
p44.light	Double	6	degree
p44.hasCheckinLuggage	String	true	boolean
p44.hasDanger	String	false	boolean
p44.updateLight	String	false	boolean
p44.updateBillboard	String	false	boolean
#Passenger p45
p45.traffic	String	false	boolean
p45.flightNo	String	CZ3265	unit
p45.fee	Double	0	yuan
p45.light	Double	10	degree
p45.hasCheckinLuggage	String	true	boolean
p45.hasDanger	String	false	boolean
p45.updateLight	String	false	boolean
p45.updateBillboard	String	false	boolean
#Passenger p46
p46.traffic	String	false	boolean
p46.flightNo	String	CZ3265	unit
p46.fee	Double	0	yuan
p46.light	Double	9	degree
p46.hasCheckinLuggage	String	true	boolean
p46.hasDanger	String	false	boolean
p46.updateLight	String	false	boolean
p46.updateBillboard	String	false	boolean
#Passenger p47
p47.traffic	String	false	boolean
p47.flightNo	String	CZ3265	unit
p47.fee	Double	0	yuan
p47.light	Double	6	degree
p47.hasCheckinLuggage	String	true	boolean
p47.hasDanger	String	false	boolean
p47.updateLight	String	false	boolean
p47.updateBillboard	String	false	boolean
#Passenger p48
p48.traffic	String	false	boolean
p48.flightNo	String	CZ3265	unit
p48.fee	Double	0	yuan
p48.light	Double	3	degree
p48.hasCheckinLuggage	String	true	boolean
p48.hasDanger	String	false	boolean
p48.updateLight	String	false	boolean
p48.updateBillboard	String	false	boolean
#Passenger p49
p49.traffic	String	false	boolean
p49.flightNo	String	CZ3265	unit
p49.fee	Double	0	yuan
p49.light	Double	5	degree
p49.hasCheckinLuggage	String	true	boolean
p49.hasDanger	String	false	boolean
p49.updateLight	String	false	boolean
p49.updateBillboard	String	false	boolean
#Passenger p50
p50.traffic	String	false	boolean
p50.flightNo	String	CZ3265	unit
p50.fee	Double	0	yuan
p50.light	Double	5	degree
p50.hasCheckinLuggage	String	true	boolean
p50.hasDanger	String	false	boolean
p50.updateLight	String	false	boolean
p50.updateBillboard	String	false	boolean
#Passenger p51
p51.traffic	String	false	boolean
p51.flightNo	String	CZ3265	unit
p51.fee	Double	0	yuan
p51.light	Double	7	degree
p51.hasCheckinLuggage	String	true	boolean
p51.hasDanger	String	false	boolean
p51.updateLight	String	false	boolean
p51.updateBillboard	String	false	boolean
#Passenger p52
p52.traffic	String	false	boolean
p52.flightNo	String	CZ3265	unit
p52.fee	Double	0	yuan
p52.light	Double	7	degree
p52.hasCheckinLuggage	String	true	boolean
p52.hasDanger	String	false	boolean
p52.updateLight	String	false	boolean
p52.updateBillboard	String	false	boolean
#Passenger p53
p53.traffic	String	false	boolean
p53.flightNo	String	CZ3265	unit
p53.fee	Double	0	yuan
p53.light	Double	5	degree
p53.hasCheckinLuggage	String	true	boolean
p53.hasDanger	String	false	boolean
p53.updateLight	String	false	boolean
p53.updateBillboard	String	false	boolean
#Passenger p54
p54.traffic	String	false	boolean
p54.flightNo	String	CZ3265	unit
p54.fee	Double	0	yuan
p54.light	Double	1	degree
p54.hasCheckinLuggage	String	false	boolean
p54.hasDanger	String	true	boolean
p54.updateLight	String	false	boolean
p54.updateBillboard	String	false	boolean
#Passenger p55
p55.traffic	String	true	boolean
p55.flightNo	String	CZ3265	unit
p55.fee	Double	0	yuan
p55.light	Double	1	degree
p55.hasCheckinLuggage	String	false	boolean
p55.hasDanger	String	false	boolean
p55.updateLight	String	false	boolean
p55.updateBillboard	String	false	boolean
#Passenger p56
p56.traffic	String	true	boolean
p56.flightNo	String	CZ3265	unit
p56.fee	Double	0	yuan
p56.light	Double	6	degree
p56.hasCheckinLuggage	String	false	boolean
p56.hasDanger	String	false	boolean
p56.updateLight	String	false	boolean
p56.updateBillboard	String	false	boolean
#Passenger p57
p57.traffic	String	true	boolean
p57.flightNo	String	CZ3265	unit
p57.fee	Double	0	yuan
p57.light	Double	2	degree
p57.hasCheckinLuggage	String	false	boolean
p57.hasDanger	String	false	boolean
p57.updateLight	String	false	boolean
p57.updateBillboard	String	false	boolean
#Passenger p58
p58.traffic	String	true	boolean
p58.flightNo	String	CZ3265	unit
p58.fee	Double	0	yuan
p58.light	Double	1	degree
p58.hasCheckinLuggage	String	false	boolean
p58.hasDanger	String	false	boolean
p58.updateLight	String	false	boolean
p58.updateBillboard	String	false	boolean
#Passenger p59
p59.traffic	String	true	boolean
p59.flightNo	String	CZ3265	unit
p59.fee	Double	0	yuan
p59.light	Double	6	degree
p59.hasCheckinLuggage	String	false	boolean
p59.hasDanger	String	false	boolean
p59.updateLight	String	false	boolean
p59.updateBillboard	String	false	boolean
#Passenger p60
p60.traffic	String	true	boolean
p60.flightNo	String	CZ3265	unit
p60.fee	Double	0	yuan
p60.light	Double	9	degree
p60.hasCheckinLuggage	String	false	boolean
p60.hasDanger	String	false	boolean
p60.updateLight	String	false	boolean
p60.updateBillboard	String	false	boolean
#Passenger p61
p61.traffic	String	false	boolean
p61.flightNo	String	CZ3265	unit
p61.fee	Double	0	yuan
p61.light	Double	5	degree
p61.hasCheckinLuggage	String	false	boolean
p61.hasDanger	String	false	boolean
p61.updateLight	String	false	boolean
p61.updateBillboard	String	false	boolean
#Passenger p62
p62.traffic	String	false	boolean
p62.flightNo	String	CZ3265	unit
p62.fee	Double	0	yuan
p62.light	Double	4	degree
p62.hasCheckinLuggage	String	false	boolean
p62.hasDanger	String	false	boolean
p62.updateLight	String	false	boolean
p62.updateBillboard	String	false	boolean
#Passenger p63
p63.traffic	String	false	boolean
p63.flightNo	String	CZ3265	unit
p63.fee	Double	0	yuan
p63.light	Double	2	degree
p63.hasCheckinLuggage	String	false	boolean
p63.hasDanger	String	false	boolean
p63.updateLight	String	false	boolean
p63.updateBillboard	String	false	boolean
#Passenger p64
p64.traffic	String	false	boolean
p64.flightNo	String	CZ3265	unit
p64.fee	Double	0	yuan
p64.light	Double	10	degree
p64.hasCheckinLuggage	String	false	boolean
p64.hasDanger	String	false	boolean
p64.updateLight	String	false	boolean
p64.updateBillboard	String	false	boolean
#Passenger p65
p65.traffic	String	false	boolean
p65.flightNo	String	CZ3265	unit
p65.fee	Double	0	yuan
p65.light	Double	1	degree
p65.hasCheckinLuggage	String	false	boolean
p65.hasDanger	String	false	boolean
p65.updateLight	String	false	boolean
p65.updateBillboard	String	false	boolean
#Passenger p66
p66.traffic	String	false	boolean
p66.flightNo	String	CZ3265	unit
p66.fee	Double	0	yuan
p66.light	Double	1	degree
p66.hasCheckinLuggage	String	false	boolean
p66.hasDanger	String	false	boolean
p66.updateLight	String	false	boolean
p66.updateBillboard	String	false	boolean
#Passenger p67
p67.traffic	String	false	boolean
p67.flightNo	String	CZ3265	unit
p67.fee	Double	0	yuan
p67.light	Double	6	degree
p67.hasCheckinLuggage	String	false	boolean
p67.hasDanger	String	false	boolean
p67.updateLight	String	false	boolean
p67.updateBillboard	String	false	boolean
#Passenger p68
p68.traffic	String	false	boolean
p68.flightNo	String	CZ3265	unit
p68.fee	Double	0	yuan
p68.light	Double	3	degree
p68.hasCheckinLuggage	String	false	boolean
p68.hasDanger	String	false	boolean
p68.updateLight	String	false	boolean
p68.updateBillboard	String	false	boolean
#Passenger p69
p69.traffic	String	false	boolean
p69.flightNo	String	CZ3265	unit
p69.fee	Double	0	yuan
p69.light	Double	9	degree
p69.hasCheckinLuggage	String	false	boolean
p69.hasDanger	String	false	boolean
p69.updateLight	String	false	boolean
p69.updateBillboard	String	false	boolean
#Passenger p70
p70.traffic	String	false	boolean
p70.flightNo	String	CZ3265	unit
p70.fee	Double	0	yuan
p70.light	Double	1	degree
p70.hasCheckinLuggage	String	false	boolean
p70.hasDanger	String	false	boolean
p70.updateLight	String	false	boolean
p70.updateBillboard	String	false	boolean
#Passenger p71
p71.traffic	String	false	boolean
p71.flightNo	String	CZ3265	unit
p71.fee	Double	0	yuan
p71.light	Double	9	degree
p71.hasCheckinLuggage	String	false	boolean
p71.hasDanger	String	false	boolean
p71.updateLight	String	false	boolean
p71.updateBillboard	String	false	boolean
#Passenger p72
p72.traffic	String	false	boolean
p72.flightNo	String	CZ3265	unit
p72.fee	Double	0	yuan
p72.light	Double	10	degree
p72.hasCheckinLuggage	String	false	boolean
p72.hasDanger	String	false	boolean
p72.updateLight	String	false	boolean
p72.updateBillboard	String	false	boolean
#Passenger p73
p73.traffic	String	false	boolean
p73.flightNo	String	CZ3265	unit
p73.fee	Double	0	yuan
p73.light	Double	8	degree
p73.hasCheckinLuggage	String	false	boolean
p73.hasDanger	String	false	boolean
p73.updateLight	String	false	boolean
p73.updateBillboard	String	false	boolean
#Passenger p74
p74.traffic	String	false	boolean
p74.flightNo	String	CZ3265	unit
p74.fee	Double	0	yuan
p74.light	Double	7	degree
p74.hasCheckinLuggage	String	false	boolean
p74.hasDanger	String	false	boolean
p74.updateLight	String	false	boolean
p74.updateBillboard	String	false	boolean
#Passenger p75
p75.traffic	String	false	boolean
p75.flightNo	String	CZ3265	unit
p75.fee	Double	0	yuan
p75.light	Double	8	degree
p75.hasCheckinLuggage	String	false	boolean
p75.hasDanger	String	false	boolean
p75.updateLight	String	false	boolean
p75.updateBillboard	String	false	boolean
#Passenger p76
p76.traffic	String	false	boolean
p76.flightNo	String	CZ3265	unit
p76.fee	Double	0	yuan
p76.light	Double	1	degree
p76.hasCheckinLuggage	String	false	boolean
p76.hasDanger	String	false	boolean
p76.updateLight	String	false	boolean
p76.updateBillboard	String	false	boolean
#Passenger p77
p77.traffic	String	true	boolean
p77.flightNo	String	CZ3265	unit
p77.fee	Double	0	yuan
p77.light	Double	1	degree
p77.hasCheckinLuggage	String	true	boolean
p77.hasDanger	String	false	boolean
p77.updateLight	String	false	boolean
p77.updateBillboard	String	false	boolean
#Passenger p78
p78.traffic	String	false	boolean
p78.flightNo	String	CZ3265	unit
p78.fee	Double	0	yuan
p78.light	Double	1	degree
p78.hasCheckinLuggage	String	true	boolean
p78.hasDanger	String	false	boolean
p78.updateLight	String	false	boolean
p78.updateBillboard	String	false	boolean
#Passenger p79
p79.traffic	String	true	boolean
p79.flightNo	String	CZ3265	unit
p79.fee	Double	0	yuan
p79.light	Double	10	degree
p79.hasCheckinLuggage	String	false	boolean
p79.hasDanger	String	false	boolean
p79.updateLight	String	false	boolean
p79.updateBillboard	String	false	boolean
#Passenger p80
p80.traffic	String	false	boolean
p80.flightNo	String	CZ3265	unit
p80.fee	Double	0	yuan
p80.light	Double	9	degree
p80.hasCheckinLuggage	String	false	boolean
p80.hasDanger	String	false	boolean
p80.updateLight	String	false	boolean
p80.updateBillboard	String	false	boolean
#Passenger p81
p81.traffic	String	true	boolean
p81.flightNo	String	CZ3265	unit
p81.fee	Double	0	yuan
p81.light	Double	5	degree
p81.hasCheckinLuggage	String	true	boolean
p81.hasDanger	String	false	boolean
p81.updateLight	String	false	boolean
p81.updateBillboard	String	false	boolean
#Passenger p82
p82.traffic	String	true	boolean
p82.flightNo	String	CZ3265	unit
p82.fee	Double	0	yuan
p82.light	Double	8	degree
p82.hasCheckinLuggage	String	false	boolean
p82.hasDanger	String	false	boolean
p82.updateLight	String	false	boolean
p82.updateBillboard	String	false	boolean
#Passenger p83
p83.traffic	String	false	boolean
p83.flightNo	String	CZ3265	unit
p83.fee	Double	0	yuan
p83.light	Double	6	degree
p83.hasCheckinLuggage	String	true	boolean
p83.hasDanger	String	false	boolean
p83.updateLight	String	false	boolean
p83.updateBillboard	String	false	boolean
#Passenger p84
p84.traffic	String	true	boolean
p84.flightNo	String	CZ3265	unit
p84.fee	Double	0	yuan
p84.light	Double	1	degree
p84.hasCheckinLuggage	String	true	boolean
p84.hasDanger	String	false	boolean
p84.updateLight	String	false	boolean
p84.updateBillboard	String	false	boolean
#Passenger p85
p85.traffic	String	false	boolean
p85.flightNo	String	CZ3265	unit
p85.fee	Double	0	yuan
p85.light	Double	5	degree
p85.hasCheckinLuggage	String	true	boolean
p85.hasDanger	String	false	boolean
p85.updateLight	String	false	boolean
p85.updateBillboard	String	false	boolean
#Passenger p86
p86.traffic	String	true	boolean
p86.flightNo	String	CZ3265	unit
p86.fee	Double	0	yuan
p86.light	Double	1	degree
p86.hasCheckinLuggage	String	true	boolean
p86.hasDanger	String	true	boolean
p86.updateLight	String	false	boolean
p86.updateBillboard	String	false	boolean
#Passenger p87
p87.traffic	String	false	boolean
p87.flightNo	String	CZ3265	unit
p87.fee	Double	0	yuan
p87.light	Double	1	degree
p87.hasCheckinLuggage	String	true	boolean
p87.hasDanger	String	false	boolean
p87.updateLight	String	false	boolean
p87.updateBillboard	String	false	boolean
#Passenger p88
p88.traffic	String	false	boolean
p88.flightNo	String	CZ3265	unit
p88.fee	Double	0	yuan
p88.light	Double	9	degree
p88.hasCheckinLuggage	String	true	boolean
p88.hasDanger	String	false	boolean
p88.updateLight	String	false	boolean
p88.updateBillboard	String	false	boolean
#Passenger p89
p89.traffic	String	false	boolean
p89.flightNo	String	CZ3265	unit
p89.fee	Double	0	yuan
p89.light	Double	2	degree
p89.hasCheckinLuggage	String	true	boolean
p89.hasDanger	String	false	boolean
p89.updateLight	String	false	boolean
p89.updateBillboard	String	false	boolean
#Passenger p90
p90.traffic	String	false	boolean
p90.flightNo	String	CZ3265	unit
p90.fee	Double	0	yuan
p90.light	Double	6	degree
p90.hasCheckinLuggage	String	true	boolean
p90.hasDanger	String	false	boolean
p90.updateLight	String	false	boolean
p90.updateBillboard	String	false	boolean
#Passenger p91
p91.traffic	String	true	boolean
p91.flightNo	String	CZ3265	unit
p91.fee	Double	0	yuan
p91.light	Double	8	degree
p91.hasCheckinLuggage	String	true	boolean
p91.hasDanger	String	false	boolean
p91.updateLight	String	false	boolean
p91.updateBillboard	String	false	boolean
#Passenger p92
p92.traffic	String	true	boolean
p92.flightNo	String	CZ3265	unit
p92.fee	Double	0	yuan
p92.light	Double	10	degree
p92.hasCheckinLuggage	String	true	boolean
p92.hasDanger	String	false	boolean
p92.updateLight	String	false	boolean
p92.updateBillboard	String	false	boolean
#Passenger p93
p93.traffic	String	true	boolean
p93.flightNo	String	CZ3265	unit
p93.fee	Double	0	yuan
p93.light	Double	3	degree
p93.hasCheckinLuggage	String	true	boolean
p93.hasDanger	String	false	boolean
p93.updateLight	String	false	boolean
p93.updateBillboard	String	false	boolean
#Passenger p94
p94.traffic	String	true	boolean
p94.flightNo	String	CZ3265	unit
p94.fee	Double	0	yuan
p94.light	Double	1	degree
p94.hasCheckinLuggage	String	true	boolean
p94.hasDanger	String	false	boolean
p94.updateLight	String	false	boolean
p94.updateBillboard	String	false	boolean
#Passenger p95
p95.traffic	String	true	boolean
p95.flightNo	String	CZ3265	unit
p95.fee	Double	0	yuan
p95.light	Double	1	degree
p95.hasCheckinLuggage	String	true	boolean
p95.hasDanger	String	false	boolean
p95.updateLight	String	false	boolean
p95.updateBillboard	String	false	boolean
#Passenger p96
p96.traffic	String	true	boolean
p96.flightNo	String	CZ3265	unit
p96.fee	Double	0	yuan
p96.light	Double	5	degree
p96.hasCheckinLuggage	String	true	boolean
p96.hasDanger	String	false	boolean
p96.updateLight	String	false	boolean
p96.updateBillboard	String	false	boolean
#Passenger p97
p97.traffic	String	true	boolean
p97.flightNo	String	CZ3265	unit
p97.fee	Double	0	yuan
p97.light	Double	1	degree
p97.hasCheckinLuggage	String	true	boolean
p97.hasDanger	String	false	boolean
p97.updateLight	String	false	boolean
p97.updateBillboard	String	false	boolean
#Passenger p98
